,Class,Order,Family,Genus,Species,BodyShapeI,Fresh,Brack,Saltwater,DemersPelag,OperculumPresent,DorsalSpinesMax,DorsalSpinesMin,MaxLengthTL,Troph,DepthMin,DepthMax,TempPrefMin,TempPrefMax,FeedingPath,RepGuild1,RepGuild2,ParentalCare
Myripristis_botche,Teleostei,Holocentriformes,Holocentridae,Myripristis,Myripristis_botche,fusiform / normal,0,0,1,reef-associated,0,11,11,36.59999847,4,25,71,23.5,28.4,pelagic,nonguarders,open water/substratum egg scatterers,none
Myripristis_chryseres,Teleostei,Holocentriformes,Holocentridae,Myripristis,Myripristis_chryseres,fusiform / normal,0,0,1,benthopelagic,1,11,11,25,4.039999962,12,350,14.2,28.1,pelagic,nonguarders,open water/substratum egg scatterers,none
Myripristis_hexagona,Teleostei,Holocentriformes,Holocentridae,Myripristis,Myripristis_hexagona,fusiform / normal,0,0,1,reef-associated,1,11,11,30,3.099999905,3,40,24.9,29,pelagic,nonguarders,open water/substratum egg scatterers,none
Myripristis_kuntee,Teleostei,Holocentriformes,Holocentridae,Myripristis,Myripristis_kuntee,fusiform / normal,0,0,1,reef-associated,1,11,11,26,3.359999895,0,65,25.2,28.9,pelagic,nonguarders,open water/substratum egg scatterers,none
Myripristis_murdjan,Teleostei,Holocentriformes,Holocentridae,Myripristis,Myripristis_murdjan,fusiform / normal,0,0,1,reef-associated,1,11,11,60,3.390000105,1,50,24.7,29,benthic,nonguarders,open water/substratum egg scatterers,none
Myripristis_pralinia,Teleostei,Holocentriformes,Holocentridae,Myripristis,Myripristis_pralinia,fusiform / normal,0,0,1,reef-associated,1,11,11,20,3.460000038,8,50,25.4,28.8,pelagic,nonguarders,open water/substratum egg scatterers,none
Myripristis_sp,Teleostei,Holocentriformes,Holocentridae,Myripristis,Myripristis_sp,fusiform / normal,0,0,1,reef-associated,0,11,10.95,25.70357152,3.489642884,7.541666667,69.70833333,24.48571429,28.80952381,benthic,nonguarders,open water/substratum egg scatterers,none
Myripristis_violacea,Teleostei,Holocentriformes,Holocentridae,Myripristis,Myripristis_violacea,fusiform / normal,0,0,1,reef-associated,1,11,11,35,3.450000048,3,30,25.1,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Myripristis_vittata,Teleostei,Holocentriformes,Holocentridae,Myripristis,Myripristis_vittata,fusiform / normal,0,0,1,reef-associated,1,11,11,25,3.799999952,3,80,24.3,28.9,pelagic,nonguarders,open water/substratum egg scatterers,none
Neoniphon_argenteus,Teleostei,Holocentriformes,Holocentridae,Neoniphon,Neoniphon_argenteus,fusiform / normal,0,0,1,reef-associated,0,11,11,24,3.960000038,3,20,25.2,29.3,pelagic,nonguarders,open water/substratum egg scatterers,none
Neoniphon_aurolineatus,Teleostei,Holocentriformes,Holocentridae,Neoniphon,Neoniphon_aurolineatus,fusiform / normal,0,0,1,reef-associated,1,11,11,25,3.99000001,30,188,21.5,28.2,pelagic,nonguarders,open water/substratum egg scatterers,none
Neoniphon_opercularis,Teleostei,Holocentriformes,Holocentridae,Neoniphon,Neoniphon_opercularis,fusiform / normal,0,0,1,reef-associated,1,11,11,35,3.549999952,3,25,25.5,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Neoniphon_sammara,Teleostei,Holocentriformes,Holocentridae,Neoniphon,Neoniphon_sammara,fusiform / normal,0,0,1,reef-associated,1,11,11,32,3.619999886,0,46,24.7,29,benthic,nonguarders,open water/substratum egg scatterers,none
Plectrypops_lima,Teleostei,Holocentriformes,Holocentridae,Plectrypops,Plectrypops_lima,short and / or deep,0,0,1,reef-associated,1,12,12,16,3.539999962,5,40,24.5,28.8,benthic,nonguarders,open water/substratum egg scatterers,none
Sargocentron_caudimaculatum,Teleostei,Holocentriformes,Holocentridae,Sargocentron,Sargocentron_caudimaculatum,fusiform / normal,0,0,1,reef-associated,0,11,11,25,3.890000105,2,40,25,29,benthic,nonguarders,open water/substratum egg scatterers,none
Sargocentron_diadema,Teleostei,Holocentriformes,Holocentridae,Sargocentron,Sargocentron_diadema,fusiform / normal,0,0,1,reef-associated,1,11,11,17,3.369999886,1,60,24.7,29,pelagic,nonguarders,open water/substratum egg scatterers,none
Sargocentron_dorsomaculatum,Teleostei,Holocentriformes,Holocentridae,Sargocentron,Sargocentron_dorsomaculatum,fusiform / normal,0,0,1,reef-associated,0,11,11,23.98999977,3.589999914,12.87096774,9,22.88518519,27.78148148,benthic,nonguarders,open water/substratum egg scatterers,none
Sargocentron_iota,Teleostei,Holocentriformes,Holocentridae,Sargocentron,Sargocentron_iota,fusiform / normal,0,0,1,reef-associated,1,11,11,9.329999924,3.369999886,1,34,24.7,29,benthic,nonguarders,open water/substratum egg scatterers,none
Sargocentron_ittodai,Teleostei,Holocentriformes,Holocentridae,Sargocentron,Sargocentron_ittodai,fusiform / normal,0,0,1,reef-associated,1,11,11,20,3.549999952,5,190,24.7,29,benthic,nonguarders,open water/substratum egg scatterers,none
Sargocentron_melanospilos,Teleostei,Holocentriformes,Holocentridae,Sargocentron,Sargocentron_melanospilos,fusiform / normal,0,0,1,reef-associated,1,11,11,25,3.99000001,5,90,24.8,28.9,pelagic,nonguarders,open water/substratum egg scatterers,none
Sargocentron_microstoma,Teleostei,Holocentriformes,Holocentridae,Sargocentron,Sargocentron_microstoma,fusiform / normal,0,0,1,reef-associated,0,11,11,20,3.609999895,1,183,24.9,29,benthic,nonguarders,open water/substratum egg scatterers,none
Sargocentron_praslin,Teleostei,Holocentriformes,Holocentridae,Sargocentron,Sargocentron_praslin,fusiform / normal,0,0,1,reef-associated,0,11,11,32,3.660000086,1,20,24.8,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Sargocentron_punctatissimum,Teleostei,Holocentriformes,Holocentridae,Sargocentron,Sargocentron_punctatissimum,fusiform / normal,0,0,1,reef-associated,0,11,11,23,3.430000067,0,183,24.8,29,benthic,nonguarders,open water/substratum egg scatterers,none
Sargocentron_spiniferum,Teleostei,Holocentriformes,Holocentridae,Sargocentron,Sargocentron_spiniferum,fusiform / normal,0,0,1,reef-associated,1,11,11,56.61000061,3.599999905,1,122,24.4,29,benthic,nonguarders,open water/substratum egg scatterers,none
Sargocentron_tiere,Teleostei,Holocentriformes,Holocentridae,Sargocentron,Sargocentron_tiere,fusiform / normal,0,0,1,reef-associated,1,11,11,33,4.179999828,1,183,24.9,28.9,pelagic,nonguarders,open water/substratum egg scatterers,none
Sargocentron_tiereoides,Teleostei,Holocentriformes,Holocentridae,Sargocentron,Sargocentron_tiereoides,fusiform / normal,0,0,1,reef-associated,1,11,11,19.5,3.549999952,0,45,26.6,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Sargocentron_violaceum,Teleostei,Holocentriformes,Holocentridae,Sargocentron,Sargocentron_violaceum,fusiform / normal,0,0,1,reef-associated,1,11,11,45,3.549999952,1,30,25.4,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Istiophorus_platypterus,Teleostei,Carangiformes,Istiophoridae,Istiophorus,Istiophorus_platypterus,elongated,0,0,1,pelagic-oceanic,1,0,0,386.2799988,4.5,0,200,18.2,27.7,pelagic,nonguarders,open water/substratum egg scatterers,none
Kraemeria_cunicularia,Teleostei,Gobiiformes,Kraemeriidae,Kraemeria,Kraemeria_cunicularia,eel-like,1,1,1,reef-associated,0,5,5,4.5,3.160000086,0.333333333,8.666666667,27,29.4,benthic,NA,nesters,NA
Kuhlia_marginata,Teleostei,Centrarchiformes,Kuhliidae,Kuhlia,Kuhlia_marginata,fusiform / normal,1,1,0,demersal,0,10,10,21.84000015,3.400000095,1,2,25.25,28.35,benthic,nonguarders,NA,NA
Kuhlia_mugil,Teleostei,Centrarchiformes,Kuhliidae,Kuhlia,Kuhlia_mugil,fusiform / normal,0,1,1,reef-associated,1,10,10,48.79999924,3.829999924,3,18,24.5,29.3,pelagic,nonguarders,NA,NA
Kuhlia_rupestris,Teleostei,Centrarchiformes,Kuhliidae,Kuhlia,Kuhlia_rupestris,fusiform / normal,1,1,1,reef-associated,0,10,10,45,3.220000029,0,5,24.2,29.3,benthic,nonguarders,NA,NA
Kyphosus_cinerascens,Teleostei,Centrarchiformes,Kyphosidae,Kyphosus,Kyphosus_cinerascens,fusiform / normal,0,0,1,reef-associated,1,11,11,58.83000183,2.849999905,1,45,24.7,29,benthic,nonguarders,open water/substratum egg scatterers,none
Kyphosus_ocyurus,Teleostei,Centrarchiformes,Kyphosidae,Kyphosus,Kyphosus_ocyurus,short and / or deep,0,0,1,pelagic-oceanic,0,11,11,59,3.5,1,20,21,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Kyphosus_vaigiensis,Teleostei,Centrarchiformes,Kyphosidae,Kyphosus,Kyphosus_vaigiensis,short and / or deep,0,0,1,reef-associated,1,11,10,70,2.109999895,0,40,24.7,29,benthic,nonguarders,open water/substratum egg scatterers,none
Halichoeres_claudia,Teleostei,Eupercaria/misc,Labridae,Halichoeres,Halichoeres_claudia,elongated,0,0,1,benthopelagic,0,9.235294118,9.215686275,10.73999977,3.369999886,1,35,24.7,29,benthic,guarders,nesters,paternal
Anampses_caeruleopunctatus,Teleostei,Eupercaria/misc,Labridae,Anampses,Anampses_caeruleopunctatus,fusiform / normal,0,0,1,reef-associated,1,9,9,42,3.369999886,3,30,24.7,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Anampses_geographicus,Teleostei,Eupercaria/misc,Labridae,Anampses,Anampses_geographicus,fusiform / normal,0,0,1,reef-associated,1,9,9,31,3.5,1,25,24.6,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Anampses_melanurus,Teleostei,Eupercaria/misc,Labridae,Anampses,Anampses_melanurus,fusiform / normal,0,0,1,reef-associated,1,9,9,12,3.349999905,15,40,25.3,29,benthic,nonguarders,open water/substratum egg scatterers,none
Anampses_meleagrides,Teleostei,Eupercaria/misc,Labridae,Anampses,Anampses_meleagrides,fusiform / normal,0,0,1,reef-associated,1,9,9,22,3.5,3,60,24.3,29,benthic,nonguarders,open water/substratum egg scatterers,none
Anampses_neoguinaicus,Teleostei,Eupercaria/misc,Labridae,Anampses,Anampses_neoguinaicus,fusiform / normal,0,0,1,reef-associated,1,9,9,24.39999962,3.5,4,30,24.6,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Anampses_twistii,Teleostei,Eupercaria/misc,Labridae,Anampses,Anampses_twistii,fusiform / normal,0,0,1,reef-associated,1,9,9,18,3.5,5,30,24.9,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Bodianus_dictynna,Teleostei,Eupercaria/misc,Labridae,Bodianus,Bodianus_dictynna,fusiform / normal,0,0,1,reef-associated,0,11.95652174,11.86956522,17.56999969,3.5,5,100,24.1,28.9,benthic,nonguarders,open water/substratum egg scatterers,none
Bodianus_neopercularis,Teleostei,Eupercaria/misc,Labridae,Bodianus,Bodianus_neopercularis,elongated,0,0,1,reef-associated,0,11.95652174,11.86956522,11.85999966,3.309999943,44.97435897,50,20.84722222,26.14444444,benthic,nonguarders,open water/substratum egg scatterers,none
Bodianus_sepiacaudus,Teleostei,Eupercaria/misc,Labridae,Bodianus,Bodianus_sepiacaudus,elongated,0,0,1,reef-associated,0,11.95652174,11.86956522,10.57999992,3.289999962,20,75,25.6,29,benthic,nonguarders,open water/substratum egg scatterers,none
Bodianus_anthioides,Teleostei,Eupercaria/misc,Labridae,Bodianus,Bodianus_anthioides,fusiform / normal,0,0,1,reef-associated,1,12,12,29.28000069,3.440000057,6,60,24.4,28.9,benthic,nonguarders,open water/substratum egg scatterers,none
Bodianus_axillaris,Teleostei,Eupercaria/misc,Labridae,Bodianus,Bodianus_axillaris,fusiform / normal,0,0,1,reef-associated,1,12,12,24.39999962,3.420000076,2,100,24.4,28.9,benthic,nonguarders,open water/substratum egg scatterers,none
Bodianus_bilunulatus,Teleostei,Eupercaria/misc,Labridae,Bodianus,Bodianus_bilunulatus,fusiform / normal,0,0,1,reef-associated,0,12,12,55,3.440000057,3,160,23.6,28.8,benthic,nonguarders,open water/substratum egg scatterers,none
Bodianus_bimaculatus,Teleostei,Eupercaria/misc,Labridae,Bodianus,Bodianus_bimaculatus,fusiform / normal,0,0,1,reef-associated,1,12,12,7.199999809,3.519999981,30,60,24.6,28.3,benthic,nonguarders,open water/substratum egg scatterers,none
Bodianus_leucosticticus,Teleostei,Eupercaria/misc,Labridae,Bodianus,Bodianus_leucosticticus,fusiform / normal,0,0,1,reef-associated,0,12,12,29.52000046,3.460000038,50,75,23.3,28.1,benthic,nonguarders,open water/substratum egg scatterers,none
Bodianus_loxozonus,Teleostei,Eupercaria/misc,Labridae,Bodianus,Bodianus_loxozonus,fusiform / normal,0,0,1,reef-associated,1,12,12,47,3.549999952,3,100,24.6,28.8,benthic,nonguarders,open water/substratum egg scatterers,none
Bodianus_masudai,Teleostei,Eupercaria/misc,Labridae,Bodianus,Bodianus_masudai,fusiform / normal,0,0,1,reef-associated,0,12,12,14.64000034,3.5,30,113,18.2,27.5,benthic,nonguarders,open water/substratum egg scatterers,none
Bodianus_mesothorax,Teleostei,Eupercaria/misc,Labridae,Bodianus,Bodianus_mesothorax,fusiform / normal,0,0,1,reef-associated,1,12,12,25,3.220000029,5,40,26.5,29,benthic,nonguarders,open water/substratum egg scatterers,none
Bodianus_paraleucosticticus,Teleostei,Eupercaria/misc,Labridae,Bodianus,Bodianus_paraleucosticticus,fusiform / normal,0,0,1,reef-associated,0,12,12,12.09000015,3.309999943,50,115,23.1,29,benthic,nonguarders,open water/substratum egg scatterers,none
Cheilinus_fasciatus,Teleostei,Eupercaria/misc,Labridae,Cheilinus,Cheilinus_fasciatus,fusiform / normal,0,0,1,reef-associated,0,9,9,48.79999924,3.369999886,4,60,24.7,29,benthic,nonguarders,open water/substratum egg scatterers,none
Cheilinus_trilobatus,Teleostei,Eupercaria/misc,Labridae,Cheilinus,Cheilinus_trilobatus,short and / or deep,0,1,1,reef-associated,0,9,9,45,3.880000114,1,30,25.2,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Cheilinus_undulatus,Teleostei,Eupercaria/misc,Labridae,Cheilinus,Cheilinus_undulatus,fusiform / normal,0,0,1,reef-associated,1,9,9,279.3800049,3.99000001,1,100,24.9,28.8,benthic,nonguarders,open water/substratum egg scatterers,none
Cheilinus_chlorourus,Teleostei,Eupercaria/misc,Labridae,Cheilinus,Cheilinus_chlorourus,fusiform / normal,0,0,1,reef-associated,1,10,10,45,3.460000038,1,30,25,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Cheilinus_oxycephalus,Teleostei,Eupercaria/misc,Labridae,Cheilinus,Cheilinus_oxycephalus,fusiform / normal,0,0,1,reef-associated,1,10,9,17,3.400000095,1,40,24.8,29,benthic,nonguarders,open water/substratum egg scatterers,none
Cheilio_inermis,Teleostei,Eupercaria/misc,Labridae,Cheilio,Cheilio_inermis,elongated,0,0,1,reef-associated,1,9,9,61,3.49000001,1,30,24.4,29,benthic,nonguarders,open water/substratum egg scatterers,none
Choerodon_fasciatus,Teleostei,Eupercaria/misc,Labridae,Choerodon,Choerodon_fasciatus,fusiform / normal,0,0,1,reef-associated,1,12,12,30,3.380000114,5,35,24.5,28.7,benthic,nonguarders,open water/substratum egg scatterers,none
Choerodon_anchorago,Teleostei,Eupercaria/misc,Labridae,Choerodon,Choerodon_anchorago,fusiform / normal,0,0,1,reef-associated,1,13,12,50,4.239999771,1,25,26.7,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Cirrhilabrus_ryukyuensis,Teleostei,Eupercaria/misc,Labridae,Cirrhilabrus,Cirrhilabrus_ryukyuensis,fusiform / normal,0,0,1,reef-associated,0,10.98181818,10.96296296,9.239999771,3.339999914,20.63636364,56.24561404,24.17297297,28.33783784,pelagic,nonguarders,open water/substratum egg scatterers,none
Cirrhilabrus_sp,Teleostei,Eupercaria/misc,Labridae,Cirrhilabrus,Cirrhilabrus_sp,fusiform / normal,0,0,1,reef-associated,0,10.98181818,10.96296296,9.235161281,3.334677412,20.63636364,56.24561404,24.17297297,28.33783784,pelagic,nonguarders,open water/substratum egg scatterers,none
Cirrhilabrus_earlei,Teleostei,Eupercaria/misc,Labridae,Cirrhilabrus,Cirrhilabrus_earlei,fusiform / normal,0,0,1,reef-associated,1,11,11,8.430000305,3.319999933,60,92,12.6,28.5,pelagic,nonguarders,open water/substratum egg scatterers,none
Cirrhilabrus_exquisitus,Teleostei,Eupercaria/misc,Labridae,Cirrhilabrus,Cirrhilabrus_exquisitus,fusiform / normal,0,0,1,reef-associated,1,11,11,14.64000034,3.400000095,6,40,26.3,29.3,pelagic,nonguarders,open water/substratum egg scatterers,none
Cirrhilabrus_flavidorsalis,Teleostei,Eupercaria/misc,Labridae,Cirrhilabrus,Cirrhilabrus_flavidorsalis,fusiform / normal,0,0,1,reef-associated,0,11,11,6.5,3.25999999,6,40,28,29,pelagic,nonguarders,open water/substratum egg scatterers,none
Cirrhilabrus_johnsoni,Teleostei,Eupercaria/misc,Labridae,Cirrhilabrus,Cirrhilabrus_johnsoni,fusiform / normal,0,0,1,reef-associated,0,11,11,6,3.400000095,18,28,28.2,28.9,pelagic,nonguarders,open water/substratum egg scatterers,none
Cirrhilabrus_katherinae,Teleostei,Eupercaria/misc,Labridae,Cirrhilabrus,Cirrhilabrus_katherinae,fusiform / normal,0,0,1,reef-associated,0,11,11,8.659999847,3.329999924,10,40,25.5,28.9,pelagic,nonguarders,open water/substratum egg scatterers,none
Cirrhilabrus_lubbocki,Teleostei,Eupercaria/misc,Labridae,Cirrhilabrus,Cirrhilabrus_lubbocki,fusiform / normal,0,0,1,reef-associated,0,11,11,8,3.400000095,4,45,28,29,pelagic,nonguarders,open water/substratum egg scatterers,none
Cirrhilabrus_rhomboidalis,Teleostei,Eupercaria/misc,Labridae,Cirrhilabrus,Cirrhilabrus_rhomboidalis,fusiform / normal,0,0,1,reef-associated,0,11,11,8.5,3.400000095,20.63636364,40,24.17297297,28.33783784,pelagic,nonguarders,open water/substratum egg scatterers,none
Cirrhilabrus_roseafascia,Teleostei,Eupercaria/misc,Labridae,Cirrhilabrus,Cirrhilabrus_roseafascia,fusiform / normal,0,0,1,reef-associated,0,11,11,10,3.359999895,30,100,26.1,29,pelagic,nonguarders,open water/substratum egg scatterers,none
